1000
     175520.00	force
     174236.00	idea
     173897.00	longer
     173544.00	art
     172990.00	spoke
     172901.00	across
     172692.00	brother
     172467.00	early
     171690.00	ought
     171309.00	sometimes
     170962.00	line
     170695.00	saying
     170143.00	table
     169913.00	appeared
     169470.00	river
     169086.00	continued
     168723.00	eye
     168713.00	ety
     168545.00	sun
     168408.00	information
     167805.00	later
     166395.00	everything
     165752.00	reached
     164850.00	suddenly
     164703.00	past
     164326.00	hours
     164147.00	strange
     163819.00	deep
     163514.00	change
     163341.00	miles
     163269.00	feeling
     162869.00	act
     162687.00	meet
     162605.00	paid
     162328.00	further
     162154.00	purpose
     162105.00	happy
     161953.00	added
     161549.00	seem
     160626.00	taking
     160547.00	blood
     159794.00	rose
     158664.00	south
     158344.00	beyond
     158204.00	cold
     158200.00	neither
     157578.00	forward
     157416.00	view
     157210.00	I've
     156851.00	position
     156616.00	sound
     155743.00	none
     155480.00	entered
     155472.00	clear
     154977.00	road
     154840.00	late
     154582.00	stand
     154536.00	suppose
     154457.00	la
     154261.00	daughter
     154046.00	real
     154001.00	nearly
     153940.00	mine
     153830.00	laws
     153829.00	knowledge
     153299.00	comes
     152972.00	toward
     152889.00	bad
     152625.00	cut
     151661.00	copy
     151651.00	husband
     151612.00	six
     151108.00	France
     151043.00	living
     150281.00	peace
     149696.00	didn't
     149690.00	low
     149601.00	north
     149323.00	remember
     148795.00	effect
     148744.00	natural
     148124.00	pretty
     147435.00	fall
     147401.00	fair
     146483.00	service
     146062.00	below
     145998.00	except
     145980.00	American
     145817.00	hair
     145606.00	London
     145490.00	laid
     145440.00	pass
     145393.00	led
     145244.00	copyright
     145131.00	doing
     144925.00	army
     144688.00	run
     144022.00	horse
     143658.00	future
     143625.00	opened
     142952.00	pleasure
     141958.00	history
     141745.00	west
     141597.00	pay
     141588.00	red
     141517.00	an'
     141402.00	4
     141246.00	hath
     140679.00	note
     140667.00	although
     140608.00	wanted
     139711.00	gold
     139167.00	makes
     138288.00	desire
     138228.00	play
     137871.00	master
     136616.00	office
     136507.00	tried
     136296.00	front
     136265.00	big
     135902.00	Dr
     135512.00	lived
     135386.00	certainly
     134689.00	wind
     134351.00	receive
     134257.00	attention
     134075.00	government
     134048.00	unto
     133975.00	church
     133771.00	strength
     133663.00	length
     133159.00	company
     133084.00	placed
     133030.00	paper
     132785.00	letters
     132560.00	probably
     132368.00	glad
     132288.00	important
     132096.00	especially
     132045.00	greater
     131617.00	yourself
     131509.00	fellow
     131397.00	bear
     130867.00	opinion
     130590.00	window
     130394.00	ran
     130376.00	faith
     130255.00	ago
     130079.00	agreement
     129644.00	charge
     129586.00	beauty
     129473.00	lips
     129411.00	remained
     129325.00	arm
     129276.00	latter
     129116.00	duty
     129075.00	send
     129046.00	distance
     128067.00	silence
     128053.00	foot
     127758.00	wild
     127468.00	object
     127167.00	die
     126799.00	save
     126761.00	gentleman
     126469.00	trees
     126431.00	green
     125885.00	trouble
     125830.00	smile
     125827.00	books
     125401.00	wrong
     125006.00	various
     124634.00	sleep
     123820.00	persons
     123703.00	blockquote
     123421.00	happened
     123182.00	particular
     122264.00	drew
     122201.00	minutes
     121603.00	hardly
     121276.00	walked
     121207.00	chief
     120739.00	chance
     120733.00	according
     120733.00	beginning
     120590.00	action
     120186.00	deal
     120145.00	loved
     119807.00	visit
     119753.00	thinking
     119666.00	follow
     119506.00	standing
     119114.00	knows
     118860.00	try
     118852.00	presence
     118834.00	heavy
     118754.00	sweet
     118641.00	plain
     118443.00	donations
     118250.00	immediately
     118114.00	wrote
     117921.00	mouth
     117386.00	rich
     117251.00	thoughts
     116955.00	months
     116586.00	u
     116568.00	won't
     116467.00	afraid
     116402.00	Paris
     115905.00	single
     115788.00	joy
     115195.00	enemy
     115006.00	broken
     114054.00	unless
     113807.00	states
     113611.00	ship
     113578.00	condition
     113357.00	carry
     113352.00	exclaimed
     113104.00	including
     112921.00	filled
     112889.00	seeing
     112447.00	influence
     112285.00	write
     112125.00	boys
     112044.00	appear
     111849.00	outside
     111678.00	secret
     111194.00	parts
     111114.00	please
     110932.00	appearance
     110898.00	evil
     110834.00	march
     110754.00	george
     110549.00	whatever
     110500.00	slowly
     110314.00	tears
     110296.00	horses
     110250.00	places
     110061.00	caught
     109894.00	stay
     109837.00	instead
     109662.00	struck
     109449.00	blue
     109354.00	York
     109330.00	impossible
     109160.00	period
     108983.00	sister
     108781.00	battle
     108701.00	school
     108633.00	Mary
     108580.00	raised
     108544.00	occasion
     108419.00	married
     108346.00	man's
     108299.00	former
     108140.00	food
     108097.00	youth
     108072.00	learned
     108034.00	merely
     107787.00	reach
     107496.00	system
     107475.00	twenty
     107414.00	dinner
     107167.00	quiet
     107012.00	easily
     106996.00	moved
     106992.00	afterwards
     106981.00	giving
     106858.00	walk
     106661.00	stopped
     106591.00	laughed
     106445.00	language
     106415.00	expression
     106184.00	week
     106108.00	hall
     105775.00	danger
     105765.00	property
     105588.00	wonder
     105412.00	usual
     105403.00	figure
     104938.00	born
     104606.00	court
     104448.00	generally
     104326.00	grew
     104205.00	showed
     103981.00	getting
     103755.00	ancient
     103497.00	respect
     103468.00	third
     103346.00	worth
     102885.00	simple
     102872.00	tree
     102830.00	leaving
     102801.00	remain
     102355.00	society
     102206.00	fight
     102124.00	wall
     102039.00	result
     101875.00	heaven
     101780.00	William
     101771.00	started
     101717.00	command
     101569.00	tone
     101139.00	regard
     101117.00	expected
     101061.00	mere
     101037.00	month
     100710.00	beside
     100695.00	silent
     100522.00	perfect
     100504.00	experience
     100499.00	street
     100292.00	writing
     100235.00	goes
     100166.00	circumstances
      99803.20	entirely
      99654.40	fresh
      99561.90	duke
      99439.20	covered
      99304.70	bound
      99220.90	east
      99157.60	wood
      99073.70	stone
      98994.60	quickly
      98872.00	notice
      98773.90	bright
      98758.10	Christ
      98756.50	boat
      98714.60	noble
      98705.10	meant
      98651.30	somewhat
      98497.80	sudden
      98232.80	value
      97991.50	c.
      97628.30	direction
      97567.40	chair
      97353.00	due
      97334.00	support
      97093.50	tom
      96908.40	date
      96834.80	waiting
      96735.90	Christian
      96681.30	village
      96547.60	lives
      96465.40	reading
      96413.90	agree
      96198.00	lines
      96182.90	considered
      96170.30	field
      96110.10	observed
      95979.60	scarcely
      95538.20	wished
      95523.90	wait
      95398.10	greatest
      95391.00	permission
      95371.20	success
      95303.20	piece
      95149.70	british
      95127.60	ex
      95049.20	Charles
      94978.00	formed
      94833.30	speaking
      94706.70	trying
      94578.50	conversation
      94480.40	proper
      94379.10	hill
      94284.20	music
      94123.60	opportunity
      93912.40	that's
      93866.50	German
      93839.60	afternoon
      93675.00	cry
      93470.10	cost
      93398.10	allowed
      93384.70	girls
      93235.20	considerable
      92990.70	c
      92800.80	broke
      92446.40	honour
      92292.10	seven
      92260.50	private
      92217.00	sit
      92204.30	news
      91995.50	top
      91985.20	scene
      91968.60	discovered
      91937.70	marriage
      91592.00	step
      91392.60	garden
      91305.60	race
      91207.50	begin
      91115.70	per
      90923.50	individual
      90632.30	sitting
      90513.70	learn
      90412.40	political
      90385.50	difficult
      90352.30	bit
      90319.00	speech
      90034.20	Henry
      89756.50	lie
      89723.30	cast
      89650.50	eat
      89562.70	authority
      89480.40	etc.
      89151.30	floor
      89125.20	ill
      88381.50	ways
      88207.50	officers
      88164.00	offered
      88133.90	original
      88005.00	happiness
      87879.20	flowers
      87876.00	produced
      87793.70	summer
      87573.00	provide
      87538.20	study
      87445.60	religion
      87340.40	picture
      87300.10	walls
      87235.20	personal
      87195.60	America
      87073.80	watch
      86744.70	pleased
      86702.00	leaves
      86560.40	declared
      86478.90	hot
      86271.60	understood
      86256.60	effort
      86240.70	prepared
      86157.70	escape
      86132.40	attempt
      86122.10	supposed
      86020.00	killed
      86008.10	fast
      85992.30	author
      85940.90	Indian
      85875.20	brown
      85873.70	determined
      85833.30	pain
      85777.90	spring
      85761.30	takes
      85701.20	drawn
      85694.10	soldiers
      85488.40	houses
      85453.60	beneath
      85391.10	talking
      85325.40	turning
      85256.60	century
      84796.10	steps
      84789.00	intended
      84783.50	soft
      84750.20	straight
      84637.10	matters
      84636.30	likely
      84584.10	corner
      84518.40	trademark
      84500.20	justice
      84365.00	simply
      84323.00	produce
      84298.50	trust
      84153.70	appears
      84141.10	Rome
      84072.20	laugh
      84004.20	forget
      83940.90	Europe
      83908.50	passage
      83853.90	eight
      83814.30	closed
      83716.20	ourselves
      83639.50	gives
      83486.00	dress
      83482.10	passing
      83421.90	terrible
      83248.70	required
      83151.40	medium
      83147.40	efforts
      83124.50	sake
      83075.40	breath
      83039.00	wise
      82918.00	ladies
      82883.20	possession
      82839.70	pleasant
      82830.90	perfectly
      82761.30	o'
      82725.70	memory
      82644.20	usually
      82623.70	grave
      82566.70	fixed
      82562.00	modern
      82338.90	spot
      82223.40	troops
      82126.80	rise
      82118.10	break
      82035.10	fifty
      81974.90	island
      81962.30	meeting
      81899.80	camp
      81890.30	nation
      81804.10	existence
      81671.10	reply
      81624.50	I'd
      81479.70	copies
      81457.50	sky
      81396.60	touch
      81392.70	equal
      81232.10	fortune
      81207.50	v.
      81109.40	shore
      81056.40	domain
      80756.60	named
      80651.40	situation
      80463.10	looks
      80426.70	promise
      80294.60	orders
      80293.80	degree
      80239.20	middle
      80239.20	winter
      80069.90	plan
      80046.20	spent
      79876.10	allow
      79860.20	pale
      79819.90	conduct
      79752.60	running
      79751.10	religious
      79635.60	surprise
      79605.50	minute
      79482.10	roman
      79432.20	cases
      79425.10	shot
      79418.80	lead
      79376.10	move
      79366.60	names
